Symbol,Company Name,Market Cap,Div. ($),Div. Yield,Payout Ratio,Div. Growth,Payout Freq.,Div. Gr. Years,Div. Years,Div. Growth 3Y,Div. Growth 5Y
TCRX,"TScan Therapeutics, Inc.",55.77M,0,-,-,-,-,-,1,-,-
INDO,Indonesia Energy Corporation Limited,55.75M,0,-,-,-,-,-,1,-,-
MAXN,"Maxeon Solar Technologies, Ltd.",55.71M,0,-,-,-,-,-,1,-,-
HFBL,"Home Federal Bancorp, Inc. of Louisiana",55.69M,0.54,2.91%,31.68%,3.88%,Quarterly,11,22,5.16%,10.31%
BWEN,"Broadwind, Inc.",55.68M,0,-,-,-,-,-,1,-,-
MPU,Mega Matrix Inc.,55.68M,0,-,-,-,-,-,-,-,-
MNY,MoneyHero Limited,55.61M,0,-,-,-,-,-,1,-,-
APT,"Alpha Pro Tech, Ltd.",55.53M,0,-,-,-,-,-,1,-,-
ZONE,"CleanCore Solutions, Inc.",55.44M,0,-,-,-,-,-,1,-,-
RADX,Radiopharm Theranostics Limited,55.26M,0,-,-,-,-,-,1,-,-
ZDAI,"DirectBooking Technology Co., Ltd.",55.23M,0,-,-,-,-,-,-,-,-
SQNS,Sequans Communications S.A.,55.20M,0,-,-,-,-,-,-,-,-
UBXG,U-BX Technology Ltd.,55.12M,0,-,-,-,-,-,-,-,-
THCH,TH International Limited,54.74M,0,-,-,-,-,-,1,-,-
ROLR,"High Roller Technologies, Inc.",54.64M,0,-,-,-,-,-,1,-,-
ZEO,Zeo Energy Corp.,54.64M,0,-,-,-,-,-,1,-,-
KBSX,FST Corp.,54.61M,0,-,-,-,-,-,1,-,-
GOCO,"GoHealth, Inc.",54.56M,0,-,-,-,-,-,-,-,-
CING,Cingulate Inc.,54.48M,0,-,-,-,-,-,-,-,-
FSHP,Flag Ship Acquisition Corporation,54.38M,-,-,-,-,-,-,-,-,-
LITM,Snow Lake Resources Ltd.,54.26M,0,-,-,-,-,-,1,-,-
SJ,Scienjoy Holding Corporation,53.98M,0,-,-,-,-,-,1,-,-
GCDT,Green Circle Decarbonize Technology Limited,53.74M,0,-,-,-,-,-,1,-,-
EURK,Eureka Acquisition Corp,53.47M,0,-,-,-,-,-,-,-,-
SPWH,"Sportsman's Warehouse Holdings, Inc.",53.10M,0,-,-,-,-,-,1,-,-
SCLX,Scilex Holding Company,52.76M,0,-,-,-,-,-,1,-,-
KWM,K Wave Media Ltd.,52.67M,0,-,-,-,-,-,1,-,-
XCH,XCHG Limited,52.61M,0,-,-,-,-,-,-,-,-
HMR,Heidmar Maritime Holdings Corp.,52.59M,0,-,-,-,-,-,1,-,-
VTSI,"VirTra, Inc.",52.55M,0,-,-,-,-,-,-,-,-
SORA,AsiaStrategy,52.46M,0,-,-,-,-,-,1,-,-
CLNN,Clene Inc.,52.41M,0,-,-,-,-,-,-,-,-
TVGN,Tevogen Bio Holdings Inc.,52.40M,0,-,-,-,-,-,1,-,-
TIL,"Instil Bio, Inc.",52.29M,0,-,-,-,-,-,1,-,-
YIBO,Planet Image International Limited,52.19M,0,-,-,-,-,-,1,-,-
ALAR,Alarum Technologies Ltd.,52.07M,0,-,-,-,-,-,1,-,-
DUO,Fangdd Network Group Ltd.,52.04M,0,-,-,-,-,-,1,-,-
LOAN,"Manhattan Bridge Capital, Inc.",51.82M,0.46,10.16%,99.38%,-,Quarterly,-,13,-1.92%,1.84%
SCWO,374Water Inc.,51.79M,0,-,-,-,-,-,1,-,-
NTRB,Nutriband Inc.,51.78M,0,-,-,-,-,-,1,-,-
RDAC,Rising Dragon Acquisition Corp.,51.75M,0,-,-,-,-,-,1,-,-
INKT,"MiNK Therapeutics, Inc.",51.68M,0,-,-,-,-,-,1,-,-
BLBX,Blackboxstocks Inc.,51.62M,0,-,-,-,-,-,1,-,-
AAME,Atlantic American Corporation,51.60M,0.02,0.79%,8.70%,-50.00%,Annual,-,5,-,-
QTTB,Q32 Bio Inc.,51.43M,0,-,-,-,-,-,1,-,-
INCR,InterCure Ltd.,51.14M,0,-,-,-,-,-,1,-,-
ACRV,"Acrivon Therapeutics, Inc.",51.12M,0,-,-,-,-,-,1,-,-
ARAI,Arrive AI Inc.,50.98M,0,-,-,-,-,-,1,-,-
CRVO,CervoMed Inc.,50.89M,0,-,-,-,-,-,1,-,-
LINK,"Interlink Electronics, Inc.",50.87M,0,-,-,-,-,-,1,-,-
CRT,Cross Timbers Royalty Trust,50.82M,0.69,8.10%,92.60%,-25.88%,Monthly,-,35,-31.59%,-1.07%
STSS,"Sharps Technology, Inc.",50.74M,0,-,-,-,-,-,-,-,-
MDIA,MediaCo Holding Inc.,50.54M,0,-,-,-,-,-,1,-,-
CDLX,"Cardlytics, Inc.",50.51M,0,-,-,-,-,-,1,-,-
VOC,VOC Energy Trust,50.49M,0.42,13.97%,87.13%,-29.60%,Quarterly,-,16,-29.49%,24.86%
VGAS,"Verde Clean Fuels, Inc.",50.40M,0,-,-,-,-,-,1,-,-
STI,"Solidion Technology, Inc.",50.32M,0,-,-,-,-,-,1,-,-
LICN,Lichen International Limited,50.04M,0,-,-,-,-,-,1,-,-
AFCG,Advanced Flower Capital Inc.,49.93M,0.60,27.15%,-,-55.21%,-,-,5,-27.32%,-
JFU,9F Inc.,49.92M,0,-,-,-,-,-,1,-,-
ZYBT,Zhengye Biotechnology Holding Limited,49.76M,0,-,-,-,-,-,1,-,-
TRT,Trio-Tech International,49.68M,0,-,-,-,-,-,-,-,-
MIRA,"MIRA Pharmaceuticals, Inc.",49.62M,0,-,-,-,-,-,1,-,-
ALCY,Alchemy Investments Acquisition Corp 1,49.53M,0,-,-,-,-,-,1,-,-
SDM,Smart Digital Group Limited,49.44M,0,-,-,-,-,-,-,-,-
LPCN,Lipocine Inc.,49.36M,0,-,-,-,-,-,1,-,-
HURA,"TuHURA Biosciences, Inc.",49.19M,0,-,-,-,-,-,-,-,-
SACH,Sachem Capital Corp.,49.12M,0.20,19.42%,-,-16.67%,Quarterly,-,9,-27.74%,-16.06%
NSRX,Nasus Pharma Ltd.,48.92M,0,-,-,-,-,-,1,-,-
UAVS,"AgEagle Aerial Systems, Inc.",48.78M,0,-,-,-,-,-,-,-,-
CVU,"CPI Aerostructures, Inc.",48.65M,0,-,-,-,-,-,1,-,-
ESHA,ESH Acquisition Corp.,48.51M,0,-,-,-,-,-,1,-,-
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",48.37M,0,-,-,-,-,-,1,-,-
BRFH,"Barfresh Food Group, Inc.",48.31M,0,-,-,-,-,-,1,-,-
FKWL,Franklin Wireless Corp.,48.20M,0.04,0.98%,-,-,-,1,1,-,-
AIRE,reAlpha Tech Corp.,47.85M,0,-,-,-,-,-,1,-,-
ACFN,"Acorn Energy, Inc.",47.64M,0,-,-,-,-,-,-,-,-
PSIG,PS International Group Ltd.,47.60M,0,-,-,-,-,-,-,-,-
MDAI,"Spectral AI, Inc.",47.57M,0,-,-,-,-,-,1,-,-
LITB,"LightInTheBox Holding Co., Ltd.",47.44M,0,-,-,-,-,-,1,-,-
PLUT,Plutus Financial Group Limited,47.43M,0,-,-,-,-,-,1,-,-
BKHA,Black Hawk Acquisition Corporation,47.39M,0,-,-,-,-,-,1,-,-
JG,Aurora Mobile Limited,47.31M,0,-,-,-,-,-,1,-,-
WBX,Wallbox N.V.,47.23M,0,-,-,-,-,-,1,-,-
IBO,Impact BioMedical Inc.,47.17M,0,-,-,-,-,-,1,-,-
BRAG,Bragg Gaming Group Inc.,47.06M,0,-,-,-,-,-,1,-,-
RAVE,"Rave Restaurant Group, Inc.",47.04M,0,-,-,-,-,-,-,-,-
BATL,Battalion Oil Corporation,46.90M,0,-,-,-,-,-,1,-,-
EJH,E-Home Household Service Holdings Limited,46.62M,0,-,-,-,-,-,1,-,-
NRXS,"NeurAxis, Inc.",46.45M,0,-,-,-,-,-,1,-,-
PPSI,"Pioneer Power Solutions, Inc.",46.27M,0,-,-,-,-,2,1,-,-
TCBS,"Texas Community Bancshares, Inc.",46.26M,0.20,1.21%,23.05%,25.00%,Quarterly,3,3,-,-
HGBL,Heritage Global Inc.,46.21M,0,-,-,-,-,-,-,-,-
TPCS,TechPrecision Corporation,46.06M,0,-,-,-,-,-,1,-,-
OSTX,OS Therapies Incorporated,45.78M,0,-,-,-,-,-,1,-,-
SOHO,Sotherly Hotels Inc.,45.69M,0,-,-,-,-,-,-,-,-
WKHS,"Workhorse Group, Inc.",45.41M,0,-,-,-,-,-,1,-,-
AXIL,"AXIL Brands, Inc.",45.37M,0,-,-,-,-,-,1,-,-
EUDA,EUDA Health Holdings Limited,45.37M,0,-,-,-,-,-,1,-,-
XHG,XChange TEC.INC,45.17M,0,-,-,-,-,-,1,-,-
SKBL,Skyline Builders Group Holding Limited,45.08M,0,-,-,-,-,-,1,-,-
CNTY,"Century Casinos, Inc.",45.05M,0,-,-,-,-,-,1,-,-
KZR,"Kezar Life Sciences, Inc.",45.04M,0,-,-,-,-,-,1,-,-
MLGO,MicroAlgo Inc.,44.97M,0,-,-,-,-,-,1,-,-
PSTV,"Plus Therapeutics, Inc.",44.93M,0,-,-,-,-,-,1,-,-
CULP,"Culp, Inc.",44.83M,0,-,-,-,-,-,-,-,1.15%
LOCL,Local Bounti Corporation,44.80M,0,-,-,-,-,-,1,-,-
PRT,PermRock Royalty Trust,44.65M,0.42,11.52%,86.97%,-14.77%,Monthly,-,9,-28.71%,21.09%
ZDGE,"Zedge, Inc.",44.49M,0.06,1.87%,-,-,Quarterly,1,2,-,-
TLYS,"Tilly's, Inc.",44.49M,0,-,-,-,-,-,-,-,14.87%
ALGS,"Aligos Therapeutics, Inc.",44.49M,0,-,-,-,-,-,1,-,-
KSCP,"Knightscope, Inc.",44.31M,0,-,-,-,-,-,-,-,-
JRSH,"Jerash Holdings (US), Inc.",44.20M,0.20,5.75%,403.06%,-,Quarterly,-,9,-,-
ZENV,Zenvia Inc.,44.16M,0,-,-,-,-,-,1,-,-
CVM,CEL-SCI Corporation,44.15M,0,-,-,-,-,-,1,-,-
MAMO,Massimo Group,44.14M,0,-,-,-,-,-,-,-,-
ICMB,"Investcorp Credit Management BDC, Inc.",44.12M,0.52,16.99%,135.61%,-3.70%,Quarterly,-,12,-4.66%,-6.30%
SMXT,"SolarMax Technology, Inc.",43.87M,0,-,-,-,-,-,-,-,-
FTEK,"Fuel Tech, Inc.",43.50M,0,-,-,-,-,-,1,-,-
NHTC,Natural Health Trends Corp.,43.47M,0.40,10.58%,-,-12.50%,Quarterly,-,13,-4.35%,-2.64%
KOSS,Koss Corporation,43.36M,0,-,-,-,-,-,-,-,-
QETA,Quetta Acquisition Corporation,43.32M,0,-,-,-,-,-,1,-,-
ATOS,"Atossa Therapeutics, Inc.",42.97M,0,-,-,-,-,-,1,-,-
QRHC,Quest Resource Holding Corporation,42.78M,0,-,-,-,-,-,-,-,-
ECOR,"electroCore, Inc.",42.78M,0,-,-,-,-,-,1,-,-
NEPH,"Nephros, Inc.",42.72M,0,-,-,-,-,-,1,-,-
ABVC,"ABVC BioPharma, Inc.",42.72M,0,-,-,-,-,-,-,-,-
RMTI,"Rockwell Medical, Inc.",42.56M,0,-,-,-,-,-,-,-,-
YYAI,AiRWA Inc.,42.48M,0,-,-,-,-,-,1,-,-
GDHG,Golden Heaven Group Holdings Ltd.,42.47M,0,-,-,-,-,-,1,-,-
GWH,"ESS Tech, Inc.",42.42M,0,-,-,-,-,-,1,-,-
LONA,"LeonaBio, Inc.",42.25M,0,-,-,-,-,-,1,-,-
CTSO,Cytosorbents Corporation,42.14M,0,-,-,-,-,-,1,-,-
STKE,Sol Strategies Inc.,42.05M,0,-,-,-,-,-,-,-,-
MGLD,"The Marygold Companies, Inc.",42.04M,0,-,-,-,-,-,1,-,-
OPAD,Offerpad Solutions Inc.,42.02M,0,-,-,-,-,-,-,-,-
KLXE,"KLX Energy Services Holdings, Inc.",41.92M,0,-,-,-,-,-,1,-,-
GGR,Gogoro Inc.,41.90M,0,-,-,-,-,-,1,-,-
BOF,BranchOut Food Inc.,41.37M,0,-,-,-,-,-,1,-,-
NXTC,"NextCure, Inc.",41.23M,0,-,-,-,-,-,1,-,-
BAYA,Bayview Acquisition Corp,41.08M,0,-,-,-,-,-,1,-,-
POCI,"Precision Optics Corporation, Inc.",41.07M,0,-,-,-,-,-,1,-,-
INMB,INmune Bio Inc.,40.94M,0,-,-,-,-,-,1,-,-
NTRP,"NextTrip, Inc.",40.86M,0,-,-,-,-,-,1,-,-
NMTC,NeuroOne Medical Technologies Corporation,40.79M,0,-,-,-,-,-,1,-,-
APLM,"Apollomics, Inc.",40.78M,0,-,-,-,-,-,-,-,-
ICCM,IceCure Medical Ltd,40.76M,0,-,-,-,-,-,1,-,-
ELUT,Elutia Inc.,40.45M,0,-,-,-,-,-,1,-,-
CMBM,Cambium Networks Corporation,40.39M,0,-,-,-,-,-,-,-,-
RDIB,"Reading International, Inc.",40.38M,0,-,-,-,-,-,1,-,-
LSTA,"Lisata Therapeutics, Inc.",40.13M,0,-,-,-,-,-,1,-,-
TELO,"Telomir Pharmaceuticals, Inc.",39.88M,0,-,-,-,-,-,1,-,-
DFNS,T3 Defense Inc.,39.78M,0,-,-,-,-,-,-,-,-
NAMI,Jinxin Technology Holding Company,39.65M,0,-,-,-,-,-,1,-,-
SIF,"SIFCO Industries, Inc.",39.64M,0,-,-,-,-,-,-,-,-
SPCB,SuperCom Ltd.,39.60M,0,-,-,-,-,-,1,-,-
YQ,17 Education & Technology Group Inc.,39.39M,0,-,-,-,-,-,1,-,-
CNF,CNFinance Holdings Limited,39.30M,0,-,-,-,-,-,1,-,-
LIMN,"Liminatus Pharma, Inc.",39.24M,0,-,-,-,-,-,1,-,-
TOP,TOP Financial Group Limited,39.11M,0,-,-,-,-,-,1,-,-
PHUN,"Phunware, Inc.",38.96M,0,-,-,-,-,-,1,-,-
TACT,TransAct Technologies Incorporated,38.93M,0,-,-,-,-,-,-,-,-
MBBC,"Marathon Bancorp, Inc.",38.82M,0,-,-,-,-,-,1,-,-
TLPH,"Talphera, Inc.",38.81M,0,-,-,-,-,-,1,-,-
GROW,"U.S. Global Investors, Inc.",38.75M,0.09,2.97%,138.02%,-,Monthly,-,20,-,24.57%
PLSM,Pulsenmore Ltd.,38.74M,0,-,-,-,-,-,1,-,-
LITS,"Lite Strategy, Inc.",38.61M,0,-,-,-,-,-,-,-,-
CYPH,Cypherpunk Technologies Inc.,38.53M,0,-,-,-,-,-,1,-,-
TOON,Kartoon Studios Inc.,38.49M,0,-,-,-,-,-,1,-,-
OAKU,Oak Woods Acquisition Corporation,38.45M,0,-,-,-,-,-,1,-,-
AACG,ATA Creativity Global,38.44M,0,-,-,-,-,-,-,-,-
KFFB,Kentucky First Federal Bancorp,38.43M,0,-,-,-,-,-,-,-,-
VERU,Veru Inc.,38.36M,0,-,-,-,-,-,-,-,-
GLTO,"Galecto, Inc.",38.34M,0,-,-,-,-,-,1,-,-
PXLW,"Pixelworks, Inc.",38.26M,0,-,-,-,-,-,1,-,-
PDSB,PDS Biotechnology Corporation,38.23M,0,-,-,-,-,-,1,-,-
PLUR,Pluri Inc.,38.21M,0,-,-,-,-,-,1,-,-
EDRY,EuroDry Ltd.,38.10M,0,-,-,-,-,-,1,-,-
PRTS,"CarParts.com, Inc.",38.08M,0,-,-,-,-,-,-,-,-
JSPR,"Jasper Therapeutics, Inc.",38.06M,0,-,-,-,-,-,1,-,-
NTWK,"NetSol Technologies, Inc.",38.04M,0,-,-,-,-,-,-,-,-
USEG,U.S. Energy Corp.,37.98M,0,-,-,-,-,-,-,-,31.95%
RCON,"Recon Technology, Ltd.",37.98M,0,-,-,-,-,-,1,-,-
SDST,Stardust Power Inc.,37.80M,0,-,-,-,-,-,1,-,-
KMRK,K-TECH Solutions Company Limited,37.77M,0,-,-,-,-,-,1,-,-
AWRE,"Aware, Inc.",37.62M,0,-,-,-,-,-,-,-,-
FARM,Farmer Bros. Co.,37.59M,0,-,-,-,-,-,-,-,-
ABLV,Able View Global Inc.,37.55M,0,-,-,-,-,-,1,-,-
BCG,"Binah Capital Group, Inc.",37.52M,0,-,-,-,-,-,1,-,-
SAFX,"XCF Global, Inc.",37.50M,0,-,-,-,-,-,1,-,-
CELU,Celularity Inc.,37.49M,0,-,-,-,-,-,1,-,-
UONE,"Urban One, Inc.",37.45M,0,-,-,-,-,-,1,-,-
GNS,Genius Group Limited,37.27M,0,-,-,-,-,-,1,-,-
PSQH,"PSQ Holdings, Inc.",37.21M,0,-,-,-,-,-,-,-,-
LGL,"The LGL Group, Inc.",37.15M,0,-,-,-,-,-,-,-,-
BDMD,Baird Medical Investment Holdings Limited,37.09M,0,-,-,-,-,-,-,-,-
YXT,YXT.COM Group Holding Limited,37.01M,0,-,-,-,-,-,1,-,-
PXS,Pyxis Tankers Inc.,36.91M,0,-,-,-,-,-,1,-,-
ATCH,"AtlasClear Holdings, Inc.",36.91M,0,-,-,-,-,-,1,-,-
FOFO,"Hang Feng Technology Innovation Co., Ltd.",36.90M,0,-,-,-,-,-,1,-,-
XLO,"Xilio Therapeutics, Inc.",36.86M,0,-,-,-,-,-,1,-,-
GLBS,Globus Maritime Limited,36.84M,0,-,-,-,-,-,-,-,-
UAC,United Acquisition Corp. I,36.74M,-,-,-,-,-,-,-,-,-
CNVS,Cineverse Corp.,36.58M,0,-,-,-,-,-,1,-,-
BIOX,Bioceres Crop Solutions Corp.,36.42M,0,-,-,-,-,-,1,-,-
RYET,Ruanyun Edai Technology Inc.,36.41M,0,-,-,-,-,-,1,-,-
RYM,"RYTHM, Inc.",36.35M,0,-,-,-,-,-,1,-,-
INLX,"Intellinetics, Inc.",36.33M,0,-,-,-,-,-,1,-,-
USIO,"Usio, Inc.",36.32M,0,-,-,-,-,-,1,-,-
TELA,"TELA Bio, Inc.",36.25M,0,-,-,-,-,-,1,-,-
GBIO,Generation Bio Co.,36.04M,0,-,-,-,-,-,1,-,-
PLAG,Planet Green Holdings Corp.,36.03M,0,-,-,-,-,-,-,-,-
CLPS,CLPS Incorporation,35.99M,0.13,10.92%,-,-,-,3,3,15.31%,-
ATRA,"Atara Biotherapeutics, Inc.",35.91M,0,-,-,-,-,-,1,-,-
ATNM,"Actinium Pharmaceuticals, Inc.",35.88M,0,-,-,-,-,-,1,-,-
TVRD,"Tvardi Therapeutics, Inc.",35.84M,0,-,-,-,-,-,1,-,-
UPLD,"Upland Software, Inc.",35.83M,0,-,-,-,-,-,1,-,-
SST,"System1, Inc.",35.79M,0,-,-,-,-,-,1,-,-
LPSN,"LivePerson, Inc.",35.75M,0,-,-,-,-,-,1,-,-
BLIV,BeLive Holdings,35.74M,0,-,-,-,-,-,-,-,-
WPRT,Westport Fuel Systems Inc.,35.69M,0,-,-,-,-,-,1,-,-
ONMD,OneMedNet Corporation,35.63M,0,-,-,-,-,-,-,-,-
EKSO,"Ekso Bionics Holdings, Inc.",35.56M,0,-,-,-,-,-,-,-,-
FMST,Foremost Clean Energy Ltd.,35.39M,0,-,-,-,-,-,1,-,-
RNXT,"RenovoRx, Inc.",35.34M,0,-,-,-,-,-,1,-,-
CLIR,ClearSign Technologies Corporation,35.33M,0,-,-,-,-,-,1,-,-
FTHM,Fathom Holdings Inc.,35.31M,0,-,-,-,-,-,1,-,-
NTZ,Natuzzi S.p.A.,35.25M,0,-,-,-,-,-,-,-,-
VNCE,Vince Holding Corp.,34.95M,0,-,-,-,-,-,1,-,-
DTCX,"Datacentrex, Inc.",34.95M,0,-,-,-,-,-,1,-,-
OKUR,"OnKure Therapeutics, Inc.",34.68M,0,-,-,-,-,-,1,-,-
REFR,Research Frontiers Incorporated,34.66M,0,-,-,-,-,-,1,-,-
PRPO,"Precipio, Inc.",34.57M,0,-,-,-,-,-,1,-,-
AMOD,"Alpha Modus Holdings, Inc.",34.51M,0,-,-,-,-,-,1,-,-
FOXX,Foxx Development Holdings Inc.,34.47M,0,-,-,-,-,-,1,-,-
BTAI,"BioXcel Therapeutics, Inc.",34.34M,0,-,-,-,-,-,1,-,-
DFLI,Dragonfly Energy Holdings Corp.,34.30M,0,-,-,-,-,-,-,-,-
ELWT,"Elauwit Connection, Inc.",34.09M,0,-,-,-,-,-,1,-,-
STRR,"Star Equity Holdings, Inc.",34.02M,0,-,-,-,-,-,-,-,-
VNRX,VolitionRx Limited,33.93M,0,-,-,-,-,-,1,-,-
ATCX,Atlas Critical Minerals Corporation,33.78M,0,-,-,-,-,-,1,-,-
NRSN,NeuroSense Therapeutics Ltd.,33.78M,0,-,-,-,-,-,-,-,-
CREX,"Creative Realities, Inc.",33.66M,0,-,-,-,-,-,-,-,-
ASTI,"Ascent Solar Technologies, Inc.",33.58M,0,-,-,-,-,-,1,-,-
THH,TryHard Holdings Limited,33.48M,0,-,-,-,-,-,1,-,-
UFG,Uni-Fuels Holdings Limited,33.44M,0,-,-,-,-,-,1,-,-
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",33.42M,0,-,-,-,-,-,-,-,-
HYPD,"Hyperion DeFi, Inc.",33.34M,0,-,-,-,-,-,1,-,-
CRWS,"Crown Crafts, Inc.",33.29M,0.32,10.67%,-,-,Quarterly,-,16,-,-8.17%
KTCC,Key Tronic Corporation,33.28M,0,-,-,-,-,-,1,-,-
IPWR,Ideal Power Inc.,33.08M,0,-,-,-,-,-,1,-,-
MODD,"Modular Medical, Inc.",32.93M,0,-,-,-,-,-,1,-,-
RDGT,"Ridgetech, Inc.",32.91M,0,-,-,-,-,-,1,-,-
BRLS,Borealis Foods Inc.,32.84M,0,-,-,-,-,-,1,-,-
HOWL,"Werewolf Therapeutics, Inc.",32.76M,0,-,-,-,-,-,1,-,-
RYDE,Ryde Group Ltd,32.65M,0,-,-,-,-,-,1,-,-
DXLG,"Destination XL Group, Inc.",32.63M,0,-,-,-,-,-,1,-,-
OMH,Ohmyhome Limited,32.59M,0,-,-,-,-,-,1,-,-
RAND,Rand Capital Corporation,32.50M,1.16,10.66%,-,-65.81%,Quarterly,-,6,25.03%,-35.99%
NTIP,"Network-1 Technologies, Inc.",32.41M,0.10,7.87%,-,-,Semi-Annual,-,9,-,-
SWAG,"Stran & Company, Inc.",32.37M,0,-,-,-,-,-,1,-,-
UG,"United-Guardian, Inc.",32.21M,0.50,7.13%,117.21%,-28.57%,Semi-Annual,-,31,6.84%,-9.86%
CVV,CVD Equipment Corporation,32.19M,0,-,-,-,-,-,1,-,-
CHAI,"Core AI Holdings, Inc.",32.08M,0,-,-,-,-,-,1,-,-
HOLO,MicroCloud Hologram Inc.,31.76M,0,-,-,-,-,-,1,-,-
KYNB,"Kyntra Bio, Inc.",31.68M,0,-,-,-,-,-,1,-,-
FEMY,Femasys Inc.,31.55M,0,-,-,-,-,-,1,-,-
MDBH,"MDB Capital Holdings, LLC",31.52M,0,-,-,-,-,-,1,-,-
SCYX,"SCYNEXIS, Inc.",31.49M,0,-,-,-,-,-,1,-,-
BZFD,"BuzzFeed, Inc.",31.46M,0,-,-,-,-,-,1,-,-
RYOJ,"rYojbaba Co., Ltd.",31.44M,0,-,-,-,-,-,1,-,-
KPLT,"Katapult Holdings, Inc.",31.20M,0,-,-,-,-,-,1,-,-
YSXT,"YSX Tech. Co., Ltd",31.17M,0,-,-,-,-,-,1,-,-
MYO,"Myomo, Inc.",31.14M,0,-,-,-,-,-,1,-,-
RPGL,Republic Power Group Limited,31.01M,0,-,-,-,-,-,1,-,-
TPST,"Tempest Therapeutics, Inc.",31.01M,0,-,-,-,-,-,-,-,-
GSIW,Garden Stage Limited,30.89M,0,-,-,-,-,-,1,-,-
WGRX,"Wellgistics Health, Inc.",30.79M,0,-,-,-,-,-,1,-,-
DYAI,"Dyadic International, Inc.",30.76M,0,-,-,-,-,-,1,-,-
PMEC,Primech Holdings Ltd.,30.73M,0,-,-,-,-,-,-,-,-
MGN,Megan Holdings Limited,30.71M,0,-,-,-,-,-,1,-,-
LHSW,Lianhe Sowell International Group Ltd,30.56M,0,-,-,-,-,-,1,-,-
NEON,Neonode Inc.,30.54M,0,-,-,-,-,-,1,-,-
PC,Premium Catering (Holdings) Limited,30.50M,0,-,-,-,-,-,-,-,-
LTRN,Lantern Pharma Inc.,30.48M,0,-,-,-,-,-,1,-,-
RNTX,Rein Therapeutics Inc.,30.43M,0,-,-,-,-,-,1,-,-
BOSC,B.O.S. Better Online Solutions Ltd.,30.37M,0,-,-,-,-,-,-,-,-
ASPC,A SPAC III Acquisition Corp.,30.37M,0,-,-,-,-,-,1,-,-
PTN,"Palatin Technologies, Inc.",30.22M,0,-,-,-,-,-,1,-,-
GIFT,"Giftify, Inc.",30.19M,0,-,-,-,-,-,1,-,-
GAME,"GameSquare Holdings, Inc.",30.17M,0,-,-,-,-,-,1,-,-
ZKIN,"ZK International Group Co., Ltd.",29.97M,0,-,-,-,-,-,1,-,-
BAFN,BayFirst Financial Corp.,29.87M,0.16,2.20%,-,-,-,-,10,-,3.71%
OTLK,"Outlook Therapeutics, Inc.",29.74M,0,-,-,-,-,-,1,-,-
EPOW,"Sunrise New Energy Co., Ltd.",29.65M,0,-,-,-,-,-,1,-,-
ANTX,"AN2 Therapeutics, Inc.",29.59M,0,-,-,-,-,-,1,-,-
CUE,"Cue Biopharma, Inc.",29.46M,0,-,-,-,-,-,1,-,-
WAVE,Eco Wave Power Global AB (publ),29.45M,0,-,-,-,-,-,1,-,-
KNRX,Knorex Ltd.,29.41M,0,-,-,-,-,-,1,-,-
CPOP,"Pop Culture Group Co., Ltd",29.30M,0,-,-,-,-,-,-,-,-
PTLE,PTL Limited,29.29M,0,-,-,-,-,-,1,-,-
EVAX,Evaxion A/S,29.02M,0,-,-,-,-,-,1,-,-
TBMC,Trailblazer Merger Corporation I,29.01M,0,-,-,-,-,-,1,-,-
ACCS,ACCESS Newswire Inc.,28.94M,0,-,-,-,-,-,-,-,-
DAIO,Data I/O Corporation,28.93M,0,-,-,-,-,-,1,-,-
INUV,"Inuvo, Inc.",28.92M,0,-,-,-,-,-,-,-,-
BRNS,Barinthus Biotherapeutics plc,28.89M,0,-,-,-,-,-,1,-,-
FLUX,"Flux Power Holdings, Inc.",28.81M,0,-,-,-,-,-,1,-,-
ZBAO,Zhibao Technology Inc.,28.76M,0,-,-,-,-,-,1,-,-
TXMD,"TherapeuticsMD, Inc.",28.70M,0,-,-,-,-,-,1,-,-
AUST,Austin Gold Corp.,28.62M,0,-,-,-,-,-,1,-,-
BMR,Beamr Imaging Ltd.,28.57M,0,-,-,-,-,-,1,-,-
POM,Pomdoctor Limited,28.43M,0,-,-,-,-,-,1,-,-
BEEM,Beam Global,28.35M,0,-,-,-,-,-,1,-,-
LSF,"Laird Superfood, Inc.",28.32M,0,-,-,-,-,-,1,-,-
PASG,"Passage Bio, Inc.",28.29M,0,-,-,-,-,-,1,-,-
TAOX,TAO Synergies Inc.,28.16M,0,-,-,-,-,-,1,-,-
PMN,"ProMIS Neurosciences, Inc.",28.09M,0,-,-,-,-,-,1,-,-
FRGT,"Freight Technologies, Inc.",28.02M,0,-,-,-,-,-,-,-,-
VNTG,Vantage Corp,27.82M,0,-,-,-,-,-,1,-,-
KITT,"Nauticus Robotics, Inc.",27.81M,0,-,-,-,-,-,1,-,-
BHAT,Blue Hat Interactive Entertainment Technology,27.80M,0,-,-,-,-,-,1,-,-
SELX,Semilux International Ltd.,27.75M,0,-,-,-,-,-,1,-,-
XCUR,"Exicure, Inc.",27.73M,0,-,-,-,-,-,1,-,-
IINN,Inspira Technologies Oxy B.H.N. Ltd.,27.66M,0,-,-,-,-,-,1,-,-
MDCX,Medicus Pharma Ltd.,27.59M,0,-,-,-,-,-,-,-,-
ORIO,Orion Digital Corp.,27.50M,0,-,-,-,-,-,1,-,-
